,index,expanded_url,tweet_id,url
2488,72,http://ga.co/2qbUWNh,865096873551548416,https://t.co/S2izQzd5Gt
2489,73,http://ga.co/2pIHmiI,865063145039069185,https://t.co/EMIBfepr29
2490,74,http://ga.co/2pGGTfq,865058868241600513,https://t.co/8la2cnIT7o
2491,75,http://ga.co/2qbUWgf,865045283356454912,https://t.co/BIOqKr0eBe
2492,76,https://medium.com/@sam.wijesinha/project-management-to-web-development-why-i-learned-to-code-through-a-bootcamp-8964049316bd,865044524392992768,https://t.co/Ub0UIO4e4x
2493,77,http://ga.co/2qbIpJW,865043047805050880,https://t.co/gJkyFIh5a6
2494,78,https://twitter.com/i/web/status/865039488946364416,865039488946364416,https://t.co/jcQ9q84U9G
2495,79,https://www.eventbrite.com/e/hive-2017-proceed-with-intent-tickets-32297989155?aff=es2,865034009495064576,https://t.co/WiUkH9jhcH
2496,80,https://twitter.com/i/web/status/865032442524176385,865032442524176385,https://t.co/fLCCj6lPAZ
2497,81,http://ga.co/2pGV6sx,865029677198565379,https://t.co/dvRcX6Jgtv
2498,82,http://ga.co/2pGB41e,865016841198084096,https://t.co/SEMxLobtXq
2499,83,http://ga.co/2pGRZRe,864997966263623682,https://t.co/bbi4ifWN1A
2500,84,http://ga.co/2pGLttX,864991173835976704,https://t.co/iZoeBYG6GI
2501,85,http://ga.co/2pGRZAI,864985641729355777,https://t.co/Oht17r1Nov
2502,86,http://ga.co/2pGJndG,864961022293143552,https://t.co/ZHJ79konP6
2503,87,https://twitter.com/i/web/status/864956442217861120,864956442217861120,https://t.co/wZOwKkN152
2504,88,http://ga.co/2q4ttwY,864956194762493952,https://t.co/VUfnjv0LnT
2505,89,https://twitter.com/i/web/status/864951912507990016,864951912507990016,https://t.co/eM2mzZznTO
2506,90,https://twitter.com/i/web/status/864951161413128192,864951161413128192,https://t.co/Zw1fW8oqkY
2507,91,http://ga.co/2pGDCN4,864949670866452480,https://t.co/suxQua0wu6
2508,92,http://ga.co/2pGS0EM,864946379390693376,https://t.co/20LiExCeU0
2509,93,http://ga.co/2pGMimv,864945128678588416,https://t.co/3DdJD1djO3
2510,94,https://twitter.com/i/web/status/864941093850316800,864941093850316800,https://t.co/bsPYY36Vxz
2511,95,http://ga.co/2pGT4IP,864936874665816064,https://t.co/5F5H0SnvpG
2512,96,http://ga.co/2qBuuhG,864929866805903363,https://t.co/Sg04CyG4Mn
2513,97,http://ga.co/2qBnxgv,864929787659390976,https://t.co/GDQdTqaI6y
2514,98,http://ga.co/2qBj0L3,864929729664753664,https://t.co/3Zmk0h6ySt
2515,99,http://ga.co/2qBqXA0,864929646202302465,https://t.co/8GKpqsooTy
2516,100,http://ga.co/2qBAU0f,864929577092698117,https://t.co/n74vfmFZZG
2517,101,http://ga.co/2qBkgxP,864929497774161921,https://t.co/gbI2Ppj4mK
2518,102,http://ga.co/2qBs2Yl,864929408565510144,https://t.co/9jPTJFUyCU
2519,103,http://ga.co/2qBybnF,864929329125486592,https://t.co/kVIYyCodTa
2520,104,http://ga.co/2qB8ovE,864929248070574080,https://t.co/tppI6Jga1i
2521,105,http://ga.co/2qBgtAw,864929161957298177,https://t.co/YkZRWEPiaU
2522,106,https://www.fastcompany.com/3069259/why-more-tech-companies-are-hiring-people-without-degrees,864929014820909056,https://t.co/rVveCM8gUY
2523,107,http://ga.co/2qB6jjg,864928917144166400,https://t.co/SIwIdSxFkz
2524,108,http://ga.co/2pRq4Py,864926812689793024,https://t.co/Q5fyTZvkm5
2525,109,https://theindex.generalassemb.ly/how-to-fail-as-a-web-developer-d218494df1f5,864926751968940032,https://t.co/SKRub5O7yy
2526,110,http://ga.co/2qBie0w,864925710619684865,https://t.co/YOzbO0uek6
2527,111,http://ga.co/2qBqYny,864925642940440576,https://t.co/SFjAVJnTRm
2528,112,http://ga.co/2qBATtd,864925577635123200,https://t.co/IN6Xja84Mn
2529,113,http://ga.co/2qBkipr,864925506617167872,https://t.co/gc4wEAJmVe
2530,114,http://ga.co/2qBhUij,864925435494268928,https://t.co/ee9A2CMQDG
2531,115,http://ga.co/2pGPKh1,864920207655096320,https://t.co/juRSPM9Hb8
2532,116,http://ga.co/2r2xtj3,864918456893935616,https://t.co/FNqdgzCAQc
2533,117,http://ga.co/talkdata2memay,864913734300557316,https://t.co/oAo34PqBLx
2534,118,http://bit.ly/2q6WyGt,864906615337533440,https://t.co/J5Ga7sfdng
2535,119,http://ga.co/2pGB2GE,864893308321091588,https://t.co/kSD3r4MAXd
2536,120,https://generalassemb.ly/education/web-development-immersive/seattle/learn-more/6818,864893239597322241,https://t.co/eg0SpJgWSo
2537,121,http://ga.co/2r1Ubot,864890006296551424,https://t.co/zSgTzC7h5a
2538,122,http://ga.co/2pGB2q8,864889039010267136,https://t.co/0FLmPsaFEt
2539,123,http://ga.co/2q4ttwY,864885477706354688,https://t.co/VUfnjvimfr
2540,124,https://twitter.com/i/web/status/864885226333507584,864885226333507584,https://t.co/35Drqlnh7S
2541,125,http://ga.co/2q3hn7i,864873145328693249,https://t.co/kHx2LscJhd
2542,126,https://twitter.com/rkurisko/status/864681766493315072,864860706356830210,https://t.co/sMwgUexwXP
2543,127,http://ga.co/2qrLdnw,864847981492580352,https://t.co/PgpwE3Numk
2544,128,http://ga.co/2qTe97v,864843198874636289,https://t.co/eDc7BrZYZf
2545,129,https://twitter.com/i/web/status/864842950446133248,864842950446133248,https://t.co/vzTBZugqqG
2546,130,http://ga.co/2pGVw28,864839687852236800,https://t.co/qyhQ66DQLP
2547,131,https://twitter.com/i/web/status/864831620552863744,864831620552863744,https://t.co/8pO1Pf3nGu
2548,0,http://ga.co/2qBvAdi,865876254343475200,https://t.co/uYWHwtXLGV
2549,1,http://ga.co/2ptyvUZ,865853129002233857,https://t.co/PYouAEypfM
2550,2,https://twitter.com/i/web/status/865837497162448896,865837497162448896,https://t.co/EFsLYQyyHm
2551,3,http://ga.co/2qBjbG7,865833741293420545,https://t.co/X3dXnu1XT3
2552,4,http://ga.co/2qBkaGp,865823655519035392,https://t.co/Zs938PoHC6
2553,5,http://ga.co/2qBhBEg,865821642286653440,https://t.co/ZmlygwIQiw
2554,6,http://ga.co/2qDE2Yr,865798239609651200,https://t.co/YmW7e4Remh
2555,7,http://ga.co/2qBBNWD,865783646371926016,https://t.co/pv3IUS4xsP
2556,8,http://ga.co/2qBhPLM,865770052456505344,https://t.co/3ir21M0Lu2
2557,9,http://www.talenteconomy.io/2017/05/08/reskill-workforce/,865769298823917569,https://t.co/xOthnTEgVA
2558,10,http://ga.co/2qBc1l6,865767790963290112,https://t.co/3Mn4kLtuse
2559,11,http://www.fya.org.au/ysp,865758729521811456,https://t.co/PxmxYWYfW3
2560,12,http://ga.co/2qBlgSB,865754453324050432,https://t.co/uoaA1sbUsA
2561,13,http://ga.co/2qBk15P,865741616849485825,https://t.co/X0FoLJBTzQ
